Name of College,Branch,Category,Exam name,Marks
"Chhatrapati Shivaji Maharaj Institute of Technology, Panvel",Mechanical Engineering,General,MHT-CET,43.12
"Chhatrapati Shivaji Maharaj Institute of Technology, Panvel",Mechanical Engineering,OBC,MHT-CET,42.22
"Chhatrapati Shivaji Maharaj Institute of Technology, Panvel",Mechanical Engineering,SC,MHT-CET,18.41
"Chhatrapati Shivaji Maharaj Institute of Technology, Panvel",Mechanical Engineering,ST,MHT-CET,10.27
"Chhatrapati Shivaji Maharaj Institute of Technology, Panvel",Mechanical Engineering,NT,MHT-CET,11.49
"Chhatrapati Shivaji Maharaj Institute of Technology, Panvel",Civil Engineering,General,MHT-CET,52.99
"Chhatrapati Shivaji Maharaj Institute of Technology, Panvel",Civil Engineering,OBC,MHT-CET,48.61
"Chhatrapati Shivaji Maharaj Institute of Technology, Panvel",Civil Engineering,SC,MHT-CET,42.22
"Chhatrapati Shivaji Maharaj Institute of Technology, Panvel",Civil Engineering,ST,MHT-CET,25.59
"Chhatrapati Shivaji Maharaj Institute of Technology, Panvel",Civil Engineering,NT,MHT-CET,38.54
"AISSMS College of Engineering, Pune",Computer Engineering,General,MHT-CET,96.89
"AISSMS College of Engineering, Pune",Computer Engineering,OBC,MHT-CET,94.44
"AISSMS College of Engineering, Pune",Computer Engineering,SC,MHT-CET,92.48
"AISSMS College of Engineering, Pune",Computer Engineering,ST,MHT-CET,90.12
"AISSMS College of Engineering, Pune",Computer Engineering,NT,MHT-CET,91.35
"AISSMS College of Engineering, Pune",Electronics & Telecommunication Engineering,General,MHT-CET,95.26
"AISSMS College of Engineering, Pune",Electronics & Telecommunication Engineering,OBC,MHT-CET,93.17
"AISSMS College of Engineering, Pune",Electronics & Telecommunication Engineering,SC,MHT-CET,88.55
"AISSMS College of Engineering, Pune",Electronics & Telecommunication Engineering,ST,MHT-CET,85.42
"AISSMS College of Engineering, Pune",Electronics & Telecommunication Engineering,NT,MHT-CET,87.23
"AISSMS College of Engineering, Pune",Electrical Engineering,General,MHT-CET,87.95
"AISSMS College of Engineering, Pune",Electrical Engineering,OBC,MHT-CET,85.62
"AISSMS College of Engineering, Pune",Electrical Engineering,SC,MHT-CET,79.24
"AISSMS College of Engineering, Pune",Electrical Engineering,ST,MHT-CET,75.18
"AISSMS College of Engineering, Pune",Electrical Engineering,NT,MHT-CET,77.36
"AISSMS College of Engineering, Pune",Mechanical Engineering,General,MHT-CET,88.52
"AISSMS College of Engineering, Pune",Mechanical Engineering,OBC,MHT-CET,86.47
"AISSMS College of Engineering, Pune",Mechanical Engineering,SC,MHT-CET,90.41
"AISSMS College of Engineering, Pune",Mechanical Engineering,ST,MHT-CET,82.33
"AISSMS College of Engineering, Pune",Mechanical Engineering,NT,MHT-CET,84.29
"AISSMS College of Engineering, Pune",Chemical Engineering,General,MHT-CET,80.74
"AISSMS College of Engineering, Pune",Chemical Engineering,OBC,MHT-CET,78.56
"AISSMS College of Engineering, Pune",Chemical Engineering,SC,MHT-CET,87.92
"AISSMS College of Engineering, Pune",Chemical Engineering,ST,MHT-CET,76.45
"AISSMS College of Engineering, Pune",Chemical Engineering,NT,MHT-CET,79.83
"AISSMS College of Engineering, Pune",Civil Engineering,General,MHT-CET,70.12
"AISSMS College of Engineering, Pune",Civil Engineering,OBC,MHT-CET,68.45
"AISSMS College of Engineering, Pune",Civil Engineering,SC,MHT-CET,65.78
"AISSMS College of Engineering, Pune",Civil Engineering,ST,MHT-CET,63.21
"AISSMS College of Engineering, Pune",Civil Engineering,NT,MHT-CET,66.89
"AISSMS College of Engineering, Pune",Robotics and Automation,General,MHT-CET,85.67
"AISSMS College of Engineering, Pune",Robotics and Automation,OBC,MHT-CET,83.45
"AISSMS College of Engineering, Pune",Robotics and Automation,SC,MHT-CET,81.23
"AISSMS College of Engineering, Pune",Robotics and Automation,ST,MHT-CET,78.56
"AISSMS College of Engineering, Pune",Robotics and Automation,NT,MHT-CET,80.34
"AISSMS College of Engineering, Pune",VLSI Design and Technology,General,MHT-CET,82.45
"AISSMS College of Engineering, Pune",VLSI Design and Technology,OBC,MHT-CET,80.12
"AISSMS College of Engineering, Pune",VLSI Design and Technology,SC,MHT-CET,78.34
"AISSMS College of Engineering, Pune",VLSI Design and Technology,ST,MHT-CET,75.89
"AISSMS College of Engineering, Pune",VLSI Design and Technology,NT,MHT-CET,77.56
"AISSMS College of Engineering, Pune",Mechanical Engineering ,General,MHT-CET,65.34
"AISSMS College of Engineering, Pune",Mechanical Engineering ,OBC,MHT-CET,63.45
"AISSMS College of Engineering, Pune",Mechanical Engineering ,SC,MHT-CET,61.23
"AISSMS College of Engineering, Pune",Mechanical Engineering ,ST,MHT-CET,58.67
"AISSMS College of Engineering, Pune",Mechanical Engineering ,NT,MHT-CET,60.89
"AISSMS College of Engineering, Pune",Mechanical Engineering ,General,MHT-CET,68.45
"AISSMS College of Engineering, Pune",Mechanical Engineering ,OBC,MHT-CET,66.78
"AISSMS College of Engineering, Pune",Mechanical Engineering ,SC,MHT-CET,64.12
"AISSMS College of Engineering, Pune",Mechanical Engineering ,ST,MHT-CET,61.89
"AISSMS College of Engineering, Pune",Mechanical Engineering ,NT,MHT-CET,63.45
"Government College of Engineering, Amravati",Computer Science and Engineering,General,MHT-CET,96.89
"Government College of Engineering, Amravati",Computer Science and Engineering,OBC,MHT-CET,94.44
"Government College of Engineering, Amravati",Computer Science and Engineering,SC,MHT-CET,92.48
"Government College of Engineering, Amravati",Computer Science and Engineering,ST,MHT-CET,90.12
"Government College of Engineering, Amravati",Computer Science and Engineering,NT,MHT-CET,91.35
"Government College of Engineering, Amravati",Information Technology,General,MHT-CET,95.26
"Government College of Engineering, Amravati",Information Technology,OBC,MHT-CET,93.17
"Government College of Engineering, Amravati",Information Technology,SC,MHT-CET,88.55
"Government College of Engineering, Amravati",Information Technology,ST,MHT-CET,85.42
"Government College of Engineering, Amravati",Information Technology,NT,MHT-CET,87.23
"Government College of Engineering, Amravati",Electronics and Telecommunication Engineering,General,MHT-CET,87.95
"Government College of Engineering, Amravati",Electronics and Telecommunication Engineering,OBC,MHT-CET,85.62
"Government College of Engineering, Amravati",Electronics and Telecommunication Engineering,SC,MHT-CET,79.24
"Government College of Engineering, Amravati",Electronics and Telecommunication Engineering,ST,MHT-CET,75.18
"Government College of Engineering, Amravati",Electronics and Telecommunication Engineering,NT,MHT-CET,77.36
"Government College of Engineering, Amravati",Electrical Engineering,General,MHT-CET,88.52
"Government College of Engineering, Amravati",Electrical Engineering,OBC,MHT-CET,86.47
"Government College of Engineering, Amravati",Electrical Engineering,SC,MHT-CET,90.41
"Government College of Engineering, Amravati",Electrical Engineering,ST,MHT-CET,82.33
"Government College of Engineering, Amravati",Electrical Engineering,NT,MHT-CET,84.29
"Government College of Engineering, Amravati",Mechanical Engineering,General,MHT-CET,80.74
"Government College of Engineering, Amravati",Mechanical Engineering,OBC,MHT-CET,78.56
"Government College of Engineering, Amravati",Mechanical Engineering,SC,MHT-CET,87.92
"Government College of Engineering, Amravati",Mechanical Engineering,ST,MHT-CET,76.45
"Government College of Engineering, Amravati",Mechanical Engineering,NT,MHT-CET,79.83
"Government College of Engineering, Amravati",Civil Engineering,General,MHT-CET,70.12
"Government College of Engineering, Amravati",Civil Engineering,OBC,MHT-CET,68.45
"Government College of Engineering, Amravati",Civil Engineering,SC,MHT-CET,65.78
"Government College of Engineering, Amravati",Civil Engineering,ST,MHT-CET,63.21
"Government College of Engineering, Amravati",Civil Engineering,NT,MHT-CET,66.89
"Government College of Engineering, Amravati",Instrumentation Engineering,General,MHT-CET,85.67
"Government College of Engineering, Amravati",Instrumentation Engineering,OBC,MHT-CET,83.45
"Government College of Engineering, Amravati",Instrumentation Engineering,SC,MHT-CET,81.23
"Government College of Engineering, Amravati",Instrumentation Engineering,ST,MHT-CET,78.56
"Government College of Engineering, Amravati",Instrumentation Engineering,NT,MHT-CET,80.34
"K. K. Wagh Institute of Engineering Education and Research (KKWIEER), Nashik",Computer Engineering,General,MHT-CET,88.96
"K. K. Wagh Institute of Engineering Education and Research (KKWIEER), Nashik",Computer Engineering,OBC,MHT-CET,87.12
"K. K. Wagh Institute of Engineering Education and Research (KKWIEER), Nashik",Computer Engineering,SC,MHT-CET,85.34
"K. K. Wagh Institute of Engineering Education and Research (KKWIEER), Nashik",Computer Engineering,ST,MHT-CET,83.45
"K. K. Wagh Institute of Engineering Education and Research (KKWIEER), Nashik",Computer Engineering,NT,MHT-CET,84.56
"K. K. Wagh Institute of Engineering Education and Research (KKWIEER), Nashik",Information Technology,General,MHT-CET,89.38
"K. K. Wagh Institute of Engineering Education and Research (KKWIEER), Nashik",Information Technology,OBC,MHT-CET,88.12
"K. K. Wagh Institute of Engineering Education and Research (KKWIEER), Nashik",Information Technology,SC,MHT-CET,86.23
"K. K. Wagh Institute of Engineering Education and Research (KKWIEER), Nashik",Information Technology,ST,MHT-CET,84.67
"K. K. Wagh Institute of Engineering Education and Research (KKWIEER), Nashik",Information Technology,NT,MHT-CET,85.78
"K. K. Wagh Institute of Engineering Education and Research (KKWIEER), Nashik",Artificial Intelligence and Data Science,General,MHT-CET,89.48
"K. K. Wagh Institute of Engineering Education and Research (KKWIEER), Nashik",Artificial Intelligence and Data Science,OBC,MHT-CET,88.34
"K. K. Wagh Institute of Engineering Education and Research (KKWIEER), Nashik",Artificial Intelligence and Data Science,SC,MHT-CET,86.45
"K. K. Wagh Institute of Engineering Education and Research (KKWIEER), Nashik",Artificial Intelligence and Data Science,ST,MHT-CET,84.89
"K. K. Wagh Institute of Engineering Education and Research (KKWIEER), Nashik",Artificial Intelligence and Data Science,NT,MHT-CET,85.67
"K. K. Wagh Institute of Engineering Education and Research (KKWIEER), Nashik",Computer Science and Design,General,MHT-CET,87.09
"K. K. Wagh Institute of Engineering Education and Research (KKWIEER), Nashik",Computer Science and Design,OBC,MHT-CET,86.12
"K. K. Wagh Institute of Engineering Education and Research (KKWIEER), Nashik",Computer Science and Design,SC,MHT-CET,84.23
"K. K. Wagh Institute of Engineering Education and Research (KKWIEER), Nashik",Computer Science and Design,ST,MHT-CET,82.67
"K. K. Wagh Institute of Engineering Education and Research (KKWIEER), Nashik",Computer Science and Design,NT,MHT-CET,83.78
"K. K. Wagh Institute of Engineering Education and Research (KKWIEER), Nashik",Electronics & Telecommunication Engineering,General,MHT-CET,86.76
"K. K. Wagh Institute of Engineering Education and Research (KKWIEER), Nashik",Electronics & Telecommunication Engineering,OBC,MHT-CET,85.12
"K. K. Wagh Institute of Engineering Education and Research (KKWIEER), Nashik",Electronics & Telecommunication Engineering,SC,MHT-CET,83.23
"K. K. Wagh Institute of Engineering Education and Research (KKWIEER), Nashik",Electronics & Telecommunication Engineering,ST,MHT-CET,81.67
"K. K. Wagh Institute of Engineering Education and Research (KKWIEER), Nashik",Electronics & Telecommunication Engineering,NT,MHT-CET,82.78
"K. K. Wagh Institute of Engineering Education and Research (KKWIEER), Nashik",Electrical Engineering,General,MHT-CET,87.28
"K. K. Wagh Institute of Engineering Education and Research (KKWIEER), Nashik",Electrical Engineering,OBC,MHT-CET,86.12
"K. K. Wagh Institute of Engineering Education and Research (KKWIEER), Nashik",Electrical Engineering,SC,MHT-CET,84.23
"K. K. Wagh Institute of Engineering Education and Research (KKWIEER), Nashik",Electrical Engineering,ST,MHT-CET,82.67
"K. K. Wagh Institute of Engineering Education and Research (KKWIEER), Nashik",Electrical Engineering,NT,MHT-CET,83.78
"K. K. Wagh Institute of Engineering Education and Research (KKWIEER), Nashik",Chemical Engineering,General,MHT-CET,82.33
"K. K. Wagh Institute of Engineering Education and Research (KKWIEER), Nashik",Chemical Engineering,OBC,MHT-CET,81.12
"K. K. Wagh Institute of Engineering Education and Research (KKWIEER), Nashik",Chemical Engineering,SC,MHT-CET,79.23
"K. K. Wagh Institute of Engineering Education and Research (KKWIEER), Nashik",Chemical Engineering,ST,MHT-CET,77.67
"K. K. Wagh Institute of Engineering Education and Research (KKWIEER), Nashik",Chemical Engineering,NT,MHT-CET,78.78
"K. K. Wagh Institute of Engineering Education and Research (KKWIEER), Nashik",Civil Engineering,General,MHT-CET,85.63
"K. K. Wagh Institute of Engineering Education and Research (KKWIEER), Nashik",Civil Engineering,OBC,MHT-CET,84.12
"K. K. Wagh Institute of Engineering Education and Research (KKWIEER), Nashik",Civil Engineering,SC,MHT-CET,82.23
"K. K. Wagh Institute of Engineering Education and Research (KKWIEER), Nashik",Civil Engineering,ST,MHT-CET,80.67
"K. K. Wagh Institute of Engineering Education and Research (KKWIEER), Nashik",Civil Engineering,NT,MHT-CET,81.78
"K. K. Wagh Institute of Engineering Education and Research (KKWIEER), Nashik",Robotics and Automation Engineering,General,MHT-CET,85.9
"K. K. Wagh Institute of Engineering Education and Research (KKWIEER), Nashik",Robotics and Automation Engineering,OBC,MHT-CET,84.12
"K. K. Wagh Institute of Engineering Education and Research (KKWIEER), Nashik",Robotics and Automation Engineering,SC,MHT-CET,82.23
"K. K. Wagh Institute of Engineering Education and Research (KKWIEER), Nashik",Robotics and Automation Engineering,ST,MHT-CET,80.67
"K. K. Wagh Institute of Engineering Education and Research (KKWIEER), Nashik",Robotics and Automation Engineering,NT,MHT-CET,81.78
"K. K. Wagh Institute of Engineering Education and Research (KKWIEER), Nashik",Mechanical Engineering,General,MHT-CET,88.56
"K. K. Wagh Institute of Engineering Education and Research (KKWIEER), Nashik",Mechanical Engineering,OBC,MHT-CET,87.12
"K. K. Wagh Institute of Engineering Education and Research (KKWIEER), Nashik",Mechanical Engineering,SC,MHT-CET,85.23
"K. K. Wagh Institute of Engineering Education and Research (KKWIEER), Nashik",Mechanical Engineering,ST,MHT-CET,83.67
"K. K. Wagh Institute of Engineering Education and Research (KKWIEER), Nashik",Mechanical Engineering,NT,MHT-CET,84.78
"Guru Gobind Singh College of Engineering and Research Centre, Nashik",Computer Engineering,General,MHT-CET,81.77
"Guru Gobind Singh College of Engineering and Research Centre, Nashik",Computer Engineering,EWS,MHT-CET,81.04
"Guru Gobind Singh College of Engineering and Research Centre, Nashik",Computer Engineering,OBC,MHT-CET,84.52
"Guru Gobind Singh College of Engineering and Research Centre, Nashik",Computer Engineering,SC,MHT-CET,69.66
"Guru Gobind Singh College of Engineering and Research Centre, Nashik",Computer Engineering,ST,MHT-CET,69.31
"Guru Gobind Singh College of Engineering and Research Centre, Nashik",Artificial Intelligence & Data Science,General,MHT-CET,79.49
"Guru Gobind Singh College of Engineering and Research Centre, Nashik",Artificial Intelligence & Data Science,EWS,MHT-CET,79.19
"Guru Gobind Singh College of Engineering and Research Centre, Nashik",Robotics & Automation Engineering,General,MHT-CET,70.82
"Guru Gobind Singh College of Engineering and Research Centre, Nashik",Robotics & Automation Engineering,EWS,MHT-CET,70.82
"Guru Gobind Singh College of Engineering and Research Centre, Nashik",Robotics & Automation Engineering,OBC,MHT-CET,76.48
"Guru Gobind Singh College of Engineering and Research Centre, Nashik",Robotics & Automation Engineering,SC,MHT-CET,68.99
"Guru Gobind Singh College of Engineering and Research Centre, Nashik",Robotics & Automation Engineering,ST,MHT-CET,83.29
"Guru Gobind Singh College of Engineering and Research Centre, Nashik",Mechanical Engineering,General,MHT-CET,70.82
"Guru Gobind Singh College of Engineering and Research Centre, Nashik",Mechanical Engineering,EWS,MHT-CET,70.82
"Guru Gobind Singh College of Engineering and Research Centre, Nashik",Mechanical Engineering,OBC,MHT-CET,76.48
"Guru Gobind Singh College of Engineering and Research Centre, Nashik",Mechanical Engineering,SC,MHT-CET,68.99
"Guru Gobind Singh College of Engineering and Research Centre, Nashik",Mechanical Engineering,ST,MHT-CET,83.29
"Guru Gobind Singh College of Engineering and Research Centre, Nashik",Electrical Engineering,General,MHT-CET,70.82
"Guru Gobind Singh College of Engineering and Research Centre, Nashik",Electrical Engineering,EWS,MHT-CET,70.82
"Guru Gobind Singh College of Engineering and Research Centre, Nashik",Electrical Engineering,OBC,MHT-CET,76.48
"Guru Gobind Singh College of Engineering and Research Centre, Nashik",Electrical Engineering,SC,MHT-CET,68.99
"Guru Gobind Singh College of Engineering and Research Centre, Nashik",Electrical Engineering,ST,MHT-CET,83.29
"Guru Gobind Singh College of Engineering and Research Centre, Nashik",Civil Engineering,General,MHT-CET,70.82
"Guru Gobind Singh College of Engineering and Research Centre, Nashik",Civil Engineering,EWS,MHT-CET,70.82
"Guru Gobind Singh College of Engineering and Research Centre, Nashik",Civil Engineering,OBC,MHT-CET,76.48
"Guru Gobind Singh College of Engineering and Research Centre, Nashik",Civil Engineering,SC,MHT-CET,68.99
